date,Sub,FLOW,FLOW_lag1,FLOW_lag2,FLOW_lag3,TN,TN_lag1,TN_lag2,TN_lag3,TP,TP_lag1,TP_lag2,TP_lag3
2018-11-05,26,7.3,7.37,7.55,7.75,0.4106418061897514,0.3470651791547314,0.39091243561442235,0.40471923536439663,0.016489091831557584,0.016175435951555354,0.015789796418935492,0.015531660692951015
2018-11-05,27,1.94,2.0,2.05,2.13,0.5864595265368461,0.6018518518518519,0.5645889792231256,0.5433837593462006,0.000560209049255441,0.0007060185185185185,0.0005871725383920505,0.0006683620239958267
2018-11-05,28,15.8,16.1,16.6,17.2,0.6453645100796999,0.5341327352196916,0.5417503346720214,0.5968723083548665,0.008131153305203937,0.007763975155279502,0.00753012048192771,0.007603897502153317
2018-11-05,29,27.7,28.3,29.2,30.2,1.3872175424521993,0.9815469179426776,1.1256976154236427,1.3643610497915133,0.007395707982350581,0.005643894778170396,0.0056681253170979195,0.006400233014471424
2018-11-14,1,22.1,24.5,28.0,33.0,1.586852689793866,1.540060468631897,1.3103505291005288,0.8417508417508417,0.012673872967990612,0.015684051398337114,0.015376984126984126,0.019605780022446687
2018-11-14,2,5.28,5.84,6.68,8.1,0.3485374579124579,0.3091704718417047,0.2720253936571302,0.22290809327846364,0.0007453002244668911,0.0007134703196347032,0.0007831559104014193,0.0017575445816186556
2018-11-14,3,3.34,3.72,4.3,5.34,0.45395320470170764,0.39513639984070087,0.33376399655469424,0.27092870023581633,0.00036039033045021064,0.0003951363998407009,0.0005948535745047373,0.00191167290886392
2018-11-14,4,2.88,3.14,3.5,4.04,0.6671167695473251,0.6045057796650152,0.5456349206349206,0.46697378071140444,0.001306102109053498,0.0008698985609813633,0.0012929894179894178,0.002340598643197653
2018-11-14,5,2.46,2.63,2.81,3.12,0.6586871424269798,0.6117096183636107,0.5890009226308158,0.4970916429249762,0.026535682023486898,0.02658076327277848,0.02388954791090022,0.02251750949667616
2018-11-14,6,1.09,1.16,1.23,1.31,0.3366038056405028,0.26141443167305234,0.24465522433002107,0.24296720384506643,0.0016989466530750931,0.0035520434227330777,0.0027288467329117734,0.006882598247102064
2018-11-14,7,3.14,3.48,3.97,4.72,0.013048478414720451,0.014633886760323542,0.017433995708554903,0.025992623979912116,1.938841707949988e-05,9.8446147296722e-05,0.0004606306558447616,0.0021799474262397993
2018-11-14,8,0.894,0.98,1.09,1.24,0.012428535918468804,0.014999055177626607,0.02038735983690112,0.03705570489844683,6.304892700306571e-05,0.00024683484504913074,0.0009652140672782873,0.004004256272401433
2018-11-14,9,0.671,0.69,0.676,0.656,7.15833195341392,5.535426731078905,3.886560376944992,2.928805329719964,0.004139758238118893,0.0034051261406333874,0.004297474249397326,0.005892897470641373
2018-11-14,10,2.68,3.0,3.39,3.93,0.012524184632393586,0.01446759259259259,0.018095160056811974,0.02753628310244086,1.0710337202874516e-05,5.9027777777777766e-05,0.0003093248115372009,0.0016757374422768823
2018-11-14,11,1.52,1.64,1.81,2.04,0.014772173489278752,0.016443654019873532,0.01956721915285451,0.030069898329702246,2.8173732943469785e-05,0.0001340898825654923,0.0006017239615305913,0.0027630265068990553
2018-11-14,12,0.681,0.733,0.808,0.934,0.01580600424212759,0.018000606336213427,0.022775715071507146,0.03866285986200333,3.993990319247294e-05,0.00020053307058764082,0.0009497043454345433,0.0044239233880561495
2018-11-14,13,1.1,1.19,1.33,1.55,0.0131523569023569,0.01488095238095238,0.017317599554441655,0.021804062126642768,4.787457912457911e-06,3.0150949268596326e-05,0.00014445836814257866,0.0006518817204301075
2018-11-14,14,0.291,0.352,0.459,0.666,0.015113911162021128,0.01673637415824916,0.01881102235132736,0.02311339116894672,1.29263713885707e-05,6.477535774410774e-05,0.0002748527394496893,0.0010792042042042042
2018-11-14,15,0.558,0.631,0.741,0.941,0.009603577591928847,0.010932088982802134,0.012651821862348178,0.01500570708859763,1.2279304393999733e-06,5.869577977343428e-06,3.186384765332134e-05,0.00018203644664856143
2018-11-14,16,2.37,2.6,2.91,3.36,0.8057899671823722,0.73005698005698,0.6522845869924907,0.554591049382716,0.0016262306610407874,0.0010372150997150996,0.0014517309405625554,0.0023768187830687827
2018-11-14,17,1.1,1.36,1.74,2.29,0.011363636363636362,0.012084694989106751,0.012904427415921668,0.014404415332362929,2.1359427609427606e-06,9.276279956427014e-06,5.2016815666240955e-05,0.0002390627527090409
2018-11-14,18,0.566,0.653,0.795,1.06,0.01725886664049208,0.019674153479666497,0.02300256231073841,0.02838923829489867,8.302251014265149e-06,4.2361465600362996e-05,0.00019217330538085254,0.0008363906359189376
2018-11-14,19,1.11,1.46,1.97,2.74,0.0014180847514180847,0.0014507229832572298,0.001498166948674563,0.0015080089213300887,0.0,0.0,0.0,0.0
2018-11-14,20,1.39,1.71,2.22,3.16,0.014238609112709832,0.015635152696556204,0.017882465799132465,0.022452238631036094,5.262456701305622e-06,2.8021442495126703e-05,0.0001537996329662996,0.000772825832161275
2018-11-14,21,0.897,0.944,1.01,1.11,0.19999793550518186,0.18881434400502198,0.16157865786578657,0.11782615949282615,0.0007909595771914611,0.0020107501569365978,0.0020627062706270625,0.006704621287954621
2018-11-14,22,0.483,0.557,0.684,0.82,2.755731922398589,2.0509176142030716,1.3892273121074288,0.7325542005420054,0.0009704968944099379,0.0006836392047343572,0.0016515053064760667,0.002131323396567299
2018-11-14,23,0.815,0.864,0.934,1.05,0.016189502385821404,0.019424082647462274,0.028749306051233242,0.06790123456790123,6.546807543740059e-05,0.000352312671467764,0.0018959671663097786,0.01007495590828924
2018-11-14,24,3.88,4.28,4.85,5.67,0.4385022909507445,0.3434363101419176,0.26727758686521574,0.1900434385002286,0.0006234488354333714,0.0012872101073035651,0.0019831042382588773,0.006756646417140244
2018-11-14,25,2.47,2.79,3.27,3.96,0.5435597540860697,0.4189897783087747,0.30474855589534483,0.18910166479610924,0.0002478819913030439,0.00046462232842161156,0.0018511439574130705,0.007160727646838758
2018-11-14,26,9.06,10.4,12.4,15.4,0.46245196631510094,0.4095441595441595,0.37429062126642765,0.3299362674362674,0.025422083231134,0.02860131766381766,0.03145534647550777,0.03667628667628667
2018-11-14,27,2.59,2.89,3.37,4.24,0.5854068354068354,0.5046136101499423,0.4224365314869766,0.3357573375262054,0.0004870942370942371,0.0004885941304626425,0.0007074953291570502,0.0022820580013976233
2018-11-14,28,19.2,21.6,25.0,30.1,0.7294077932098765,0.5787037037037036,0.5231481481481481,0.3845207333579426,0.01247829861111111,0.01409250685871056,0.016157407407407405,0.02003353020794881
2018-11-14,29,34.0,37.5,41.8,48.7,1.1880446623093681,1.1141975308641976,0.9275872762714868,0.6274241387177731,0.008408224400871458,0.01021604938271605,0.010549574694311536,0.014307171648034071
2018-11-20,1,17.5,17.8,18.2,18.6,2.195767195767196,2.483874323761964,2.2702991452991452,2.507716049382716,0.011904761904761904,0.013654806491885142,0.011955636955636955,0.013067502986857825
2018-11-20,2,3.79,3.91,4.1,4.3,0.4397537379067722,0.3759353983139149,0.39521228545618786,0.4064384151593454,0.000833699794781589,0.000423297338258975,0.0006097560975609756,0.0006029285099052542
2018-11-20,3,2.37,2.45,2.57,2.71,0.5420768870135958,0.4818594104308389,0.5043954460296872,0.521046877135438,0.00026371308016877635,0.00025368480725623577,0.00036658740452514773,0.00038608719420527536
2018-11-20,4,2.18,2.24,2.32,2.41,0.8176180767923886,0.7182126322751322,0.7433349297573435,0.7491931765790686,0.0008494733265375466,0.0007802166005291004,0.0009478767560664112,0.0009989242354387581
2018-11-20,5,2.16,2.19,2.21,2.23,0.8251886145404663,0.8297395569085066,0.7436735377911848,0.6539611360239163,0.02989969135802469,0.029542956198207338,0.029118485000837937,0.028649725959143
2018-11-20,6,0.967,0.974,0.968,0.999,1.7953579225554406,1.6873906760970416,0.6719658708295072,0.7449579208838467,0.0042609828028649125,0.0021032968286561716,0.0015304560759106215,0.0019348051755459163
2018-11-20,7,2.28,2.36,2.46,2.57,0.007157651072124756,0.007895872567482738,0.008562932851550738,0.009502449920737857,0.0,0.0,0.0,0.0
2018-11-20,8,0.616,0.645,0.679,0.719,0.006501022126022125,0.007141831754234855,0.007841051655484646,0.008692628650904035,0.0,0.0,0.0,1.2668701385669397e-06
2018-11-20,9,0.57,0.533,0.488,0.559,6.396198830409357,5.10301577374748,4.24540831815422,6.211488769628303,0.00588856400259909,0.0032572441109026467,0.0028460837887067394,0.0041409925130855355
2018-11-20,10,1.71,1.81,1.93,2.06,0.006836149014511588,0.007545528954368733,0.008095854922279792,0.008989572096368213,0.0,0.0,0.0,0.0
2018-11-20,11,1.15,1.19,1.23,1.28,0.00859500805152979,0.009385698723934018,0.010256699789220114,0.011212384259259257,0.0,0.0,0.0,0.0
2018-11-20,12,0.525,0.542,0.562,0.585,0.008730158730158729,0.009588116714500477,0.010482568867800182,0.011534504590060146,0.0,0.0,0.0,0.0
2018-11-20,13,0.824,0.854,0.888,0.926,0.007079288025889968,0.007779295689131754,0.008485047547547548,0.00941174706023518,0.0,0.0,0.0,0.0
2018-11-20,14,0.183,0.191,0.2,0.213,0.007652803076300343,0.008544211751018032,0.009606481481481481,0.010758998435054772,0.0,0.0,0.0,0.0
2018-11-20,15,0.366,0.384,0.405,0.431,0.004964835053632867,0.005515769675925925,0.006058527663465934,0.006767208043310132,0.0,0.0,0.0,0.0
2018-11-20,16,1.76,1.81,1.88,1.96,1.0193076599326598,0.8888377327603846,0.9173069345941687,0.921201814058957,0.0010850694444444443,0.0009911499897687743,0.0011943459416863674,0.0012636999244142102
2018-11-20,17,0.556,0.592,0.641,0.706,0.006578070876632027,0.0073315503003003,0.00796281851274051,0.008836297345504144,0.0,0.0,0.0,0.0
2018-11-20,18,0.364,0.382,0.404,0.43,0.009062118437118436,0.010059142912546053,0.010972451411807846,0.012220068906115418,0.0,0.0,0.0,0.0
2018-11-20,19,0.409,0.45,0.507,0.587,0.0010272344471610973,0.0011162551440329217,0.0010957703265395574,0.001192898605590258,0.0,0.0,0.0,0.0
2018-11-20,20,0.803,0.838,0.885,0.939,0.005693349015266823,0.006532860426058516,0.007598346934505125,0.010255196623673727,0.0,0.0,0.0,0.0
2018-11-20,21,0.756,0.772,0.789,0.809,0.23117528904565937,0.26536413356361543,0.19216776979768108,0.1802637000412031,0.000894081912600431,0.0008725532527345999,0.0007143946861944327,0.0009742823787941214
2018-11-20,22,0.315,0.321,0.304,0.328,4.409171075837742,3.3640533056420905,2.49756335282651,2.7382565492321587,0.0018371546149323927,0.0014422522210684205,0.0015229044834307991,0.0021172086720867207
2018-11-20,23,0.681,0.695,0.71,0.728,0.009058709958122586,0.00984212629896083,0.010661189358372456,0.011685363247863248,0.0,0.0,0.0,0.0
2018-11-20,24,2.98,3.04,3.08,3.21,1.0447738006462837,0.8947063840155945,0.4584535834535834,0.5119995384792893,0.0014953082276907778,0.0007766812865497076,0.0005937349687349687,0.0007679993077189339
2018-11-20,25,1.74,1.79,1.83,1.92,0.7982120051085567,0.6052141527001862,0.4193230115361262,0.4720052083333333,0.0003033205619412516,0.00023600765570039312,0.00023274640760979554,0.0003333574459876543
2018-11-20,26,7.11,7.23,7.32,7.49,0.7732327967911652,0.710773013677578,0.5028081360048573,0.497577016268605,0.02588295046100953,0.025293273910148045,0.0249822910342036,0.024569796766058447
2018-11-20,27,1.85,1.9,1.99,2.1,0.6944444444444443,0.6213450292397661,0.6514051740182393,0.6723985890652556,0.00035660660660660656,0.0003453947368421053,0.00049785966871394,0.0005241402116402116
2018-11-20,28,14.6,14.9,15.3,15.8,1.0067858954845257,0.9243723589361172,0.7277293633502784,0.7149554617909047,0.012921740233384068,0.012661570966940094,0.012254901960784312,0.011940342240975153
2018-11-20,29,26.5,26.7,27.5,28.8,1.6509433962264148,1.7426133999167706,1.628787878787879,1.7762988683127572,0.00808001397624039,0.008799764183659315,0.007954545454545454,0.00851980452674897
2018-12-11,1,16.3,16.9,17.9,19.4,2.471029311520109,1.9039009423624806,1.6940823505069316,1.9270236731576937,0.014272324471710974,0.013765614727153189,0.011380095178977862,0.01592926689576174
2018-12-11,2,3.44,3.66,4.0,4.49,0.5215062446167097,0.44904877555150774,0.40509259259259256,0.3325290769611482,0.0007065568475452196,0.0006387876947986237,0.0005642361111111111,0.0005954590447908933
