date,sub,FLOW,FLOW_lag1,FLOW_lag2,FLOW_lag3,TN,TN_lag1,TN_lag2,TN_lag3,TP,TP_lag1,TP_lag2,TP_lag3,PCP,PCP_lag1,PCP_lag2,PCP_lag3,wt,chl,Green,Red,Blue_Green,Red_NIR
2019-12-09,29,5.43,5.98,6.68,7.52,0.9506513880362868,0.8961197819893472,0.8316699933466399,0.7603181639085895,0.00833418593547507,0.008090239068499937,0.007640968063872255,0.0072645784081954295,0.0,0.0,0.0,0.0,5.9,6.6,0.0419181171935987,0.0400409792154566,0.7876349662762225,0.8896561528304969
2019-12-18,29,3.35,3.09,2.78,3.12,0.9673852957435045,5.318830157017859,0.861810551558753,0.8643459164292496,0.008464621337755666,0.0479443845139638,0.0008368305355715428,0.0008866037511870843,0.0,1.0,0.0,0.0,8.5,20.3,0.0730780438931297,0.0734507283715012,0.827031503829598,0.920089476032953
2020-01-20,29,11.7,13.1,15.1,17.9,4.461459322570434,4.497102063895956,4.445670836399313,4.028295054831368,0.017608420386198163,0.015373197625106019,0.015406548933039,0.014031140078626112,0.0,0.0,0.0,0.0,5.4,4.2,0.0653072152653547,0.0671439475253428,0.805066738077262,1.1341842172066
2020-02-03,29,7.66,8.34,9.05,9.51,6.421646842665119,7.091548983035794,6.790976058931859,6.2069166958756865,0.008159268929503916,0.009478528288480326,0.015986290157560874,0.014726214121587413,0.0,0.0,0.0,0.0,7.2,5.9,0.0877872262773722,0.0874386861313868,0.913372048372139,0.907863087050251
2020-02-18,29,16.0,15.9,14.1,10.0,4.832175925925926,3.872583275098998,5.442277383766745,6.701388888888889,0.015986689814814815,0.025404728627999064,0.128053585500394,0.010520833333333333,0.0,0.0,5.0,0.5,5.6,6.9,0.0187578467153284,0.0302836608646827,0.341205462501929,0.63832285488054
2020-03-12,29,13.0,13.6,13.3,11.0,5.039173789173789,4.97004357298475,5.073447507658034,6.0711279461279455,0.017628205128205128,0.029275599128540306,0.12705374547479809,0.012100168350168349,0.0,0.0,3.5,0.0,9.2,9.9,0.0575607840330787,0.0603614106234096,0.8369048423216194,1.007642887782255
2020-03-17,29,8.13,8.81,9.64,10.7,8.114664479978131,7.278135115819564,6.483402489626555,5.960107303565247,0.014663341077855222,0.014713919367721862,0.013206930997387428,0.01417012807199723,0.0,0.0,0.0,0.0,9.7,10.5,0.0743812464907355,0.0793561622683885,0.767844566484239,0.933730607040515
2020-03-26,29,5.2,5.18,5.23,5.3,7.879273504273503,9.808916058916058,9.892181856809007,10.59136967155835,0.008368945868945868,0.007328757328757328,0.008520111890092769,0.006616876310272536,0.0,0.0,0.0,0.0,15.5,28.6,0.092824611755455,0.0924439158639669,0.90889547873154,0.906956506754056
2020-04-02,29,7.82,8.94,10.3,11.7,8.243937671687032,6.53792774877786,5.022923408845738,4.609844887622665,0.007104290991759022,0.004751325710497969,0.005157766990291262,0.00800292814181703,0.0,0.0,0.0,0.0,13.7,21.8,0.0938443225190839,0.0998585655216284,0.671880434599776,0.81220888508583
2020-04-09,29,5.12,5.21,5.36,5.52,9.516963252314813,8.397312859884837,9.436325317855168,9.875704508856682,0.0069625289351851844,0.008952690694533305,0.008507808181315643,0.009959574610842728,0.0,0.0,0.0,0.0,15.0,24.4,0.101474733295901,0.0960795760808534,1.02703492125028,0.825527171288484
